iter	Logloss
233	0.1294133546
234	0.1292576805
235	0.1288271715
236	0.1285673697
237	0.1282889439
238	0.1281777509
239	0.1279340282
240	0.1277457744
241	0.1275912947
242	0.1274102893
243	0.1271953983
244	0.1270005354
245	0.1268453901
246	0.1266853265
247	0.1264221575
248	0.1261653014
249	0.1258821747
250	0.1256660796
251	0.1255264271
252	0.1253565457
253	0.1251680442
254	0.124943425
255	0.1246890984
256	0.1245067378
257	0.1243426108
258	0.1240790373
259	0.1238895187
260	0.1237943638
261	0.1235596224
262	0.1233827191
263	0.1231204471
264	0.1228423561
265	0.1226134113
266	0.1223870121
267	0.1222362677
268	0.1220951778
269	0.1220240148
270	0.1218779464
271	0.1216382608
272	0.1214577935
273	0.1212095045
274	0.1209629954
275	0.120649891
276	0.1205044376
277	0.1203475662
278	0.120120794
279	0.1197793741
280	0.1195712123
281	0.1193464058
282	0.1191921412
283	0.1188919736
284	0.1185849507
285	0.118442483
286	0.1182565649
287	0.1180173172
288	0.1178614668
289	0.1176463226
290	0.117426173
291	0.1172410617
292	0.1171159593
293	0.1170003793
294	0.1169244854
295	0.1166906304
296	0.1164971725
297	0.1163202473
298	0.1161627693
299	0.1160065531
300	0.1157598935
301	0.1156108764
302	0.115450352
303	0.1153812296
304	0.1151384092
305	0.1150226476
306	0.1147896925
307	0.1146110384
308	0.114388782
309	0.1141900293
310	0.1140031264
311	0.1137709307
312	0.1135820952
313	0.1134200862
314	0.1131999516
315	0.1130567857
316	0.1128470863
317	0.112717263
318	0.1125476953
319	0.1124005219
320	0.112198839
321	0.1120258078
322	0.1118699237
323	0.1116850021
324	0.111457813
325	0.1113052434
326	0.1111100138
327	0.110924324
328	0.1107471558
329	0.1105906819
330	0.1104480231
331	0.1103430543
332	0.1102389876
333	0.1100859437
334	0.1099548698
335	0.1098337131
336	0.1097331554
337	0.1095523056
338	0.1093900458
339	0.1092899841
340	0.109140543
341	0.1090725299
342	0.1089868401
343	0.1088683887
344	0.1087040696
345	0.1085435183
346	0.1083948269
347	0.1081581027
348	0.108033224
349	0.1079399087
350	0.1078062934
351	0.1075573528
352	0.1074802734
353	0.1072922826
354	0.1071492081
355	0.10694815
356	0.1067729342
357	0.1065711381
358	0.106359395
359	0.1061115813
360	0.1058822934
361	0.105663045
362	0.1054917108
363	0.1053111212
364	0.1051522309
365	0.104973379
366	0.1047943607
367	0.1046469826
368	0.1044731036
369	0.1043423883
370	0.1042193886
371	0.1040534016
372	0.1039056649
373	0.1037425566
374	0.1035974059
375	0.1034543039
376	0.103274001
377	0.1031026364
378	0.1029397567
379	0.1028232738
380	0.1027306592
381	0.102546997
382	0.1024240175
383	0.1023334442
384	0.1022540313
385	0.1020430405
386	0.1019211048
387	0.1017440027
388	0.1015613072
389	0.101374832
390	0.1012637345
391	0.1011052063
392	0.1010227485
393	0.1008038764
394	0.1006154451
395	0.1004507519
396	0.1002920085
397	0.1001719119
398	0.09995623513
399	0.09978844363
400	0.09963205342
401	0.09944504256
402	0.09932196859
403	0.09916807729
404	0.09905466564
405	0.09898210673
406	0.09889601932
407	0.09880183247
408	0.09870957348
409	0.09858057095
410	0.09841005309
411	0.09832432701
412	0.09812385043
413	0.09801591954
414	0.09791385877
415	0.09780508872
416	0.09765654263
417	0.09749042992
418	0.09736216698
419	0.09722387646
420	0.09708092751
421	0.09699961845
422	0.09688736184
423	0.09674085981
424	0.09662681996
425	0.09650843049
426	0.09637724921
427	0.09621791666
428	0.09608742799
429	0.09599152904
430	0.09588235224
431	0.09570890255
432	0.09561986504
433	0.09554251029
434	0.09544251958
435	0.09531503384
436	0.09517784454
437	0.09506709489
438	0.09492510251
439	0.09481359685
440	0.0946984925
441	0.09457296686
442	0.09443477332
443	0.09435544388
444	0.09423864988
445	0.09414584245
446	0.09402177379
447	0.09394929083
448	0.09388379291
449	0.09375207434
450	0.09363599663
451	0.09356448592
452	0.09348123395
453	0.09339648308
454	0.09316760241
455	0.09299502328
456	0.09283109639
457	0.09275942659
458	0.09259059542
459	0.09240770472
460	0.09226917521
461	0.09219716679
462	0.09210451246
463	0.0920431718
464	0.09195455694
465	0.09187204865
466	0.0918144928
467	0.09163313101
468	0.09152033351
469	0.09140642362
470	0.0913082679
471	0.09124307618
472	0.09113949442
473	0.09103061886
474	0.0909790136
475	0.09092549874
476	0.09077335803
477	0.09066536512
478	0.0905763254
479	0.09050912716
480	0.09047432648
481	0.0903244621
482	0.09026562749
483	0.09012233671
484	0.09006738446
485	0.08996040792
486	0.08987652882
487	0.08973152543
488	0.08965093676
489	0.08947043076
490	0.08936082038
491	0.08928898096
492	0.08918759799
493	0.08913121585
494	0.08902370013
495	0.08891896659
496	0.08882318766
497	0.08868737956
498	0.08859256801
499	0.08846549423
