iter	Logloss
0	0.5480356571
1	0.4413339074
2	0.3603214138
3	0.3056829423
4	0.2653694202
5	0.2362938351
6	0.2132696462
7	0.1952031377
8	0.1795249946
9	0.1673901581
10	0.1563630908
11	0.150062168
12	0.1432841035
13	0.136141782
14	0.1304461354
15	0.1242128369
16	0.1199473604
17	0.1164078585
18	0.1128482214
19	0.1088306046
20	0.1059919989
21	0.1028758509
22	0.1001786383
23	0.09719511985
24	0.09428973333
25	0.09185283966
26	0.08991702088
27	0.08815959119
28	0.08586443289
29	0.08331998841
30	0.08178757222
31	0.08046886615
32	0.07894297963
33	0.07691050511
34	0.07577680368
35	0.07439407814
36	0.07266446347
37	0.07162071418
38	0.07077040274
39	0.06996532523
40	0.06851768598
41	0.06713389679
42	0.06559144835
43	0.06438666187
44	0.06297804157
45	0.06230905719
46	0.06108167457
47	0.06027138303
48	0.05953362039
49	0.05899484876
50	0.05817078529
51	0.05758928953
52	0.05654251953
53	0.05612759433
54	0.05552058123
55	0.05429856323
56	0.05357038044
57	0.05295691068
58	0.0520908795
59	0.05155252439
60	0.05100903109
61	0.05070101595
62	0.05030574455
63	0.04979967564
64	0.04896322541
65	0.04813470592
66	0.04751054158
67	0.046936063
68	0.04631693275
69	0.04589104225
70	0.0450428253
71	0.04466589338
72	0.04418803443
73	0.04372664123
74	0.04328239225
75	0.04310655615
76	0.04255444448
77	0.04193275507
78	0.04168120969
79	0.04132809804
80	0.04085441125
81	0.04044354633
82	0.03981545886
83	0.03936432652
84	0.03892913688
85	0.03843312002
86	0.03812593372
87	0.03771546432
88	0.03738275621
89	0.03683162166
90	0.03632962651
91	0.03600786183
92	0.03553161248
93	0.03528499931
94	0.03500745077
95	0.03480275308
96	0.0344899646
97	0.03418971254
98	0.03379944668
99	0.03342628429
100	0.03313204742
101	0.03281717839
102	0.03247943881
103	0.03218332499
104	0.03199780271
105	0.0316084811
106	0.03125493002
107	0.03104496459
108	0.03072637497
109	0.03035151029
110	0.03022642826
111	0.02994719208
112	0.02962690955
113	0.02945093171
114	0.02917572276
115	0.02905719115
116	0.02878744269
117	0.02846359914
118	0.02815371592
119	0.02791802994
120	0.02774810164
121	0.02749669919
122	0.02729782415
123	0.02717920717
124	0.02701700958
125	0.02670144217
126	0.02659036731
127	0.02599521816
128	0.02579472862
129	0.02562206951
130	0.02552491887
131	0.02533468603
132	0.02504997284
133	0.02483801288
134	0.02442851293
135	0.02420986135
136	0.02405633254
137	0.02383996371
138	0.02347000269
139	0.02328855204
140	0.02303878341
141	0.0229559673
142	0.02280140032
143	0.02274730878
144	0.02264392109
145	0.02242465204
146	0.02229224853
147	0.02202086138
148	0.02191346378
149	0.02182945238
150	0.02160178129
151	0.02154120985
152	0.02144765171
153	0.02120748552
154	0.02100351368
155	0.02077058334
156	0.02063724936
157	0.020466504
158	0.02032880438
159	0.02023991442
160	0.02017217548
161	0.02007979131
162	0.019917007
163	0.01980302159
164	0.01974535049
165	0.01950221108
166	0.01941153678
167	0.01935229665
168	0.01921987973
169	0.01916435571
170	0.01884728921
171	0.01876638473
172	0.01871468248
173	0.01853436053
174	0.01845863505
175	0.01830845296
176	0.0181649393
177	0.01813966533
178	0.01808420767
179	0.01793580504
180	0.01763891349
181	0.01759791078
182	0.01747911454
183	0.01724087119
184	0.01714596162
185	0.01711009443
186	0.01704641508
187	0.01696346826
188	0.01694675813
189	0.01684037651
190	0.01676825691
191	0.0165678217
192	0.01637355001
193	0.01629607317
194	0.01624589263
195	0.01615004125
196	0.01611563308
197	0.01598140882
198	0.01584003372
199	0.01572668154
200	0.0156566111
201	0.0155509239
202	0.01550001741
203	0.01542109888
204	0.01526168538
205	0.01515573158
206	0.01508755414
207	0.01498698819
208	0.0149481423
209	0.01487556062
210	0.01481599935
211	0.01475139347
212	0.01465458056
213	0.01453219785
214	0.0144833588
215	0.01438945401
216	0.01435052534
217	0.01428716039
218	0.01420051881
219	0.01407740993
220	0.01398608581
221	0.01391220898
222	0.01388623152
223	0.01384732252
224	0.01377817911
225	0.01374467656
226	0.01368698654
227	0.01357972674
228	0.01357971939
229	0.01349309012
230	0.01346805209
231	0.01339059086
232	0.01326110612
233	0.01320570383
234	0.01317913202
235	0.01310686331
236	0.01305957803
237	0.01300189097
238	0.01297639694
239	0.01287056574
240	0.0127336702
241	0.01269700833
242	0.01265117921
243	0.01262855369
244	0.01260702736
245	0.01258458734
246	0.01248642788
247	0.01240200305
248	0.01237479145
249	0.0123276066
250	0.01230903802
251	0.01227829317
252	0.01224522994
253	0.01216380584
254	0.01213837863
255	0.01211436015
256	0.01206246824
257	0.01203472463
258	0.01196718563
259	0.01188174506
260	0.01184834931
261	0.01178500441
262	0.01170005837
263	0.01161049511
264	0.01154955072
265	0.01149323916
266	0.01145373534
267	0.01139756593
268	0.01136720334
269	0.0113266522
270	0.01129972079
271	0.01124279298
272	0.01116540752
273	0.01112233166
274	0.01107881889
275	0.01105886646
276	0.01105674836
277	0.01100980128
278	0.01096928882
279	0.01092448306
280	0.0108669858
281	0.01080794017
282	0.01078163633
283	0.01075987035
284	0.01073997532
285	0.01071778756
286	0.01063607338
287	0.01058558815
288	0.01049220584
289	0.0104624525
290	0.01042781256
291	0.01038914437
292	0.01029089718
293	0.01027273827
294	0.01023337347
295	0.01015552069
296	0.01015547136
297	0.01013023466
298	0.01010410227
299	0.01009216485
300	0.009987859657
301	0.009945604764
302	0.009895400609
303	0.009868762594
304	0.009855154443
305	0.009837789795
306	0.009823050385
307	0.009823016459
308	0.009776026053
309	0.009776022279
310	0.009760107568
311	0.009712281507
312	0.009629186549
313	0.009564226352
314	0.009550201011
315	0.009528811585
316	0.009477598702
317	0.009477567086
318	0.009388357124
319	0.009347221777
320	0.009320057426
321	0.00924321028
322	0.009181392352
323	0.009096595266
324	0.009069580307
325	0.009057268045
326	0.009057254841
327	0.009035034203
328	0.008995069188
329	0.008935504416
330	0.008890090851
331	0.0088690783
332	0.008844834203
333	0.008787913282
334	0.008775272385
335	0.008758059514
336	0.008745673417
337	0.008685628858
338	0.008650709406
339	0.008616188771
340	0.008577455682
341	0.00852158734
342	0.008500417864
343	0.008396107618
344	0.008396106648
345	0.008355097419
346	0.008355089865
347	0.008342270117
348	0.008314923264
349	0.008255834594
350	0.008206344268
351	0.008200234987
352	0.008169744266
353	0.008169725303
354	0.008169691488
355	0.008169652237
356	0.008149758728
357	0.008091318973
358	0.00809131263
359	0.008081751144
360	0.008066666573
361	0.008031893525
362	0.00797539225
363	0.007975373637
364	0.007959062374
365	0.007940842188
366	0.007920219914
367	0.007907404439
368	0.007888778018
369	0.007813679666
370	0.007758075789
371	0.007727809748
372	0.007669180318
373	0.007651736252
374	0.007614927815
375	0.007583712964
376	0.007554025926
377	0.007554030956
378	0.007514594609
379	0.007483808959
380	0.007471262368
381	0.00744972584
382	0.007434052444
383	0.007388121282
384	0.007355781007
385	0.007334796165
386	0.007298143233
387	0.007273140914
388	0.00725029731
389	0.007250278169
390	0.007238765987
391	0.007204649002
392	0.007167813107
393	0.007123156503
394	0.007123127819
395	0.007095121005
396	0.007071295551
397	0.007039571407
398	0.007021324952
399	0.007021266598
